0,1
895.0,-206.0
239.0,876.0
-865.0,276.0
-293.0,-858.0
856.0,-343.0
363.0,835.0
-832.0,406.0
-427.0,-810.0
802.0,-472.0
488.0,772.0
-762.0,527.0
-544.0,-729.0
708.0,-578.0
579.0,672.0
-659.0,600.0
-605.0,-633.0
617.0,-626.0
632.0,594.0
-570.0,655.0
-648.0,-545.0
533.0,-670.0
673.0,500.0
-479.0,685.0
-677.0,-447.0
431.0,-686.0
673.0,394.0
-384.0,666.0
-654.0,-361.0
355.0,-651.0
639.0,334.0
-334.0,640.0
-634.0,-307.0
301.0,-627.0
617.0,281.0
-276.0,615.0
-598.0,-251.0
253.0,-585.0
569.0,240.0
-244.0,556.0
-542.0,-242.0
246.0,-535.0
521.0,246.0
-252.0,516.0
-506.0,-252.0
257.0,-502.0
495.0,257.0
-259.0,490.0
-481.0,-258.0
265.0,-472.0
462.0,272.0
-288.0,463.0
-460.0,-288.0
308.0,-458.0
463.0,316.0
-333.0,475.0
-483.0,-329.0
341.0,-490.0
497.0,337.0
-344.0,505.0
-504.0,-341.0
353.0,-515.0
514.0,352.0
-368.0,529.0
-538.0,-365.0
376.0,-555.0
568.0,370.0
-380.0,588.0
-610.0,-366.0
364.0,-625.0
644.0,346.0
-340.0,656.0
-665.0,-319.0
320.0,-677.0
686.0,301.0
-303.0,706.0
-716.0,-277.0
274.0,-735.0
744.0,244.0
-239.0,763.0
-775.0,-200.0
185.0,-782.0
786.0,147.0
-135.0,787.0
-791.0,-96.0
84.0,-783.0
787.0,53.0
-39.0,785.0
-785.0,-3.0
-9.0,-781.0
780.0,-49.0
62.0,771.0
-768.0,103.0
-120.0,-751.0
744.0,-156.0
178.0,723.0
-704.0,211.0
-224.0,-676.0
660.0,-248.0
262.0,635.0
-614.0,286.0
-292.0,-590.0
577.0,-318.0
332.0,548.0
-525.0,356.0
-363.0,-492.0
469.0,-384.0
389.0,430.0
-402.0,400.0
-397.0,-364.0
338.0,-398.0
388.0,310.0
-292.0,391.0
-387.0,-265.0
242.0,-391.0
384.0,213.0
-189.0,385.0
-375.0,-155.0
133.0,-365.0
354.0,106.0
-82.0,340.0
-320.0,-59.0
46.0,-305.0
286.0,26.0
-21.0,267.0
-257.0,-13.0
0.0,-245.0
230.0,-6.0
18.0,224.0
-206.0,32.0
-41.0,-189.0
170.0,-45.0
50.0,155.0
-136.0,52.0
-51.0,-117.0
102.0,-43.0
35.0,90.0
-84.0,26.0
-19.0,-77.0
75.0,-11.0
5.0,75.0
-75.0,5.0
2.0,-70.0
68.0,2.0
-12.0,61.0
-60.0,-20.0
33.0,-62.0
63.0,42.0
-58.0,76.0
-84.0,-63.0
73.0,-104.0
115.0,72.0
-77.0,134.0
-149.0,-76.0
69.0,-170.0
174.0,64.0
-65.0,192.0
-202.0,-63.0
63.0,-225.0
243.0,57.0
-53.0,268.0
-291.0,-36.0
26.0,-310.0
336.0,6.0
16.0,351.0
-369.0,35.0
-57.0,-389.0
401.0,-92.0
111.0,407.0
-420.0,137.0
-156.0,-428.0
444.0,-184.0
211.0,457.0
-466.0,252.0
-276.0,-470.0
482.0,-324.0
355.0,473.0
-474.0,403.0
-431.0,-461.0
456.0,-485.0
507.0,427.0
-422.0,547.0
-567.0,-396.0
395.0,-608.0
640.0,365.0
-353.0,675.0
-707.0,-319.0
302.0,-739.0
772.0,263.0
-236.0,805.0
-828.0,-180.0
157.0,-845.0
870.0,98.0
-65.0,869.0
-881.0,-23.0
-6.0,-890.0
899.0,-54.0
84.0,906.0
-917.0,138.0
-180.0,-910.0
910.0,-229.0
271.0,898.0
-893.0,323.0
-366.0,-872.0
856.0,-419.0
455.0,823.0
-799.0,502.0
-525.0,-761.0
740.0,-567.0
586.0,699.0
-680.0,625.0
-649.0,-633.0
605.0,-680.0
702.0,553.0
-517.0,725.0
-739.0,-465.0
423.0,-763.0
762.0,357.0
-321.0,768.0
-760.0,-258.0
228.0,-757.0
747.0,169.0
-143.0,736.0
-733.0,-90.0
49.0,-717.0
699.0,-2.0
40.0,674.0
